Age,MonthlyIncome,DistanceFromHome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumCompaniesWorked,PercentSalaryHike,Attrition
24,68866,15,0,2,2,2,3,12,Yes
47,97542,5,3,1,3,3,0,23,No
48,114470,23,8,4,1,2,1,18,No
40,85648,26,3,2,2,2,3,14,No
55,112531,16,6,2,1,4,1,12,No
36,77978,14,3,1,1,1,1,18,Yes
44,105192,13,3,4,1,2,4,17,Yes
30,74612,27,6,1,3,4,0,12,No
50,119322,6,9,3,4,3,3,11,No
39,72891,10,7,2,4,2,2,18,No
46,97372,9,6,4,2,2,2,14,Yes
47,90195,2,5,1,4,4,2,19,No
45,80499,19,13,2,4,2,1,10,No
48,90421,2,2,2,2,2,4,12,No
37,97490,30,0,1,1,1,1,15,Yes
33,76490,22,1,4,1,1,4,24,Yes
27,52765,13,0,1,1,4,4,11,No
30,64737,23,4,4,3,1,4,23,Yes
28,82894,16,4,3,4,1,2,11,Yes
49,112846,5,9,2,1,4,1,17,No
28,74799,28,2,4,1,1,2,12,No
33,80025,4,0,3,1,1,0,13,No
29,86164,18,0,4,4,4,0,18,Yes
21,54338,24,1,1,2,3,0,18,Yes
32,76586,17,2,3,2,4,1,13,No
46,93111,17,12,2,2,3,0,20,No
43,81601,22,4,1,2,3,3,19,No
30,77464,24,2,4,2,3,3,24,Yes
38,78498,17,4,4,3,2,1,20,No
31,71209,11,1,1,3,1,4,17,Yes
23,66205,6,0,3,2,2,0,22,No
28,92647,29,0,2,1,4,0,24,No
38,95447,23,4,4,3,3,3,22,Yes
43,92870,4,9,3,2,3,1,24,No
43,109459,1,2,2,3,3,1,17,Yes
31,66135,2,1,2,3,3,3,18,No
48,77436,1,7,4,2,4,4,17,No
28,71632,5,2,4,3,2,2,13,No
48,103270,13,8,1,3,4,2,14,No
34,92329,16,0,2,1,2,1,22,Yes
33,73857,4,4,4,3,3,0,10,No
47,113461,10,8,2,3,1,0,23,No
24,58118,8,0,3,3,2,1,10,Yes
27,56879,24,5,3,2,1,2,23,Yes
49,106223,27,9,2,3,1,1,15,No
43,84793,27,4,3,3,4,0,24,Yes
57,129422,14,8,1,2,1,3,22,Yes
29,96148,28,3,2,2,3,2,25,No
24,64650,17,0,1,1,4,1,20,No
40,81156,17,0,4,3,4,2,13,No
50,111205,16,6,2,4,3,1,24,No
28,80722,23,4,4,3,3,1,11,No
23,72585,28,0,1,1,1,2,22,Yes
57,118767,2,7,4,3,3,2,20,No
28,75642,25,0,4,2,3,0,11,No
43,102991,21,7,3,2,2,1,25,No
39,104328,26,0,4,4,4,2,22,No
39,90961,9,4,4,1,2,1,24,No
37,76128,8,8,2,2,1,5,14,No
59,100289,26,10,3,2,1,1,19,No
37,93538,17,9,3,4,1,1,14,No
36,95733,17,0,4,1,4,1,16,Yes
53,107767,11,10,3,3,3,2,17,No
57,113158,7,8,1,4,4,2,17,No
34,87099,25,3,2,1,1,2,21,No
58,123254,5,6,2,4,1,0,15,No
26,81050,23,0,3,3,3,2,16,No
30,85119,27,0,4,1,1,3,16,No
28,72996,12,3,2,3,3,2,24,No
37,84633,16,8,2,2,3,4,10,No
25,62090,4,0,1,3,2,2,21,Yes
40,94771,12,5,4,2,1,2,11,No
24,51351,14,4,2,4,3,0,16,Yes
44,102849,13,6,4,4,1,2,20,No
46,106885,4,7,1,3,1,3,21,No
36,69084,3,0,3,4,2,2,15,No
54,125764,23,12,2,2,2,2,10,No
42,103191,7,8,3,3,1,2,13,No
37,94318,4,7,4,3,2,0,18,No
27,69737,27,2,3,4,1,1,10,No
48,116555,19,9,4,4,1,4,10,No
36,70306,9,5,1,2,3,4,24,No
40,103104,8,3,3,4,4,0,20,No
48,82771,11,4,4,4,1,3,15,No
50,91774,8,5,1,1,3,1,21,Yes
44,97323,8,10,1,1,1,2,21,No
43,90547,5,5,1,4,3,1,16,No
38,89107,14,6,2,4,2,2,14,No
33,75934,25,2,3,3,2,4,14,No
34,60539,27,0,4,2,2,4,14,No
25,73835,29,1,4,2,1,2,11,Yes
29,75588,3,8,4,1,3,4,23,No
52,115184,3,14,4,1,1,1,12,Yes
51,87945,21,8,3,1,3,2,15,No
44,104289,26,0,1,2,3,2,17,No
53,102913,1,12,4,4,3,2,19,No
57,120833,29,8,2,1,3,3,20,Yes
48,95289,13,3,3,3,1,2,21,No
41,103342,20,10,4,4,3,0,18,No
49,106443,2,9,2,2,3,1,25,No
59,131178,25,8,3,2,2,0,12,No
53,104197,18,8,1,1,3,1,16,No
26,78474,27,0,3,1,4,3,20,No
25,70822,29,0,2,1,2,3,13,Yes
52,101032,25,13,4,4,2,1,19,No
40,66730,15,6,3,1,4,5,22,No
58,107300,10,3,4,2,2,2,25,Yes
49,122995,24,11,2,2,4,2,11,No
27,54069,18,6,2,1,3,0,19,No
21,45295,26,1,1,3,1,0,16,No
55,103608,4,7,4,2,3,2,19,Yes
28,69134,1,1,4,4,2,0,17,No
38,88924,11,8,4,1,2,3,17,No
53,122808,3,3,1,4,3,2,17,Yes
49,103968,11,7,2,4,4,5,13,No
29,98812,5,4,2,4,3,2,24,No
29,63374,1,0,1,4,1,3,17,Yes
26,72208,26,0,4,3,1,0,13,No
53,106383,10,11,2,1,3,2,11,No
43,93386,30,4,4,3,3,0,23,No
36,86285,2,2,1,3,1,2,18,No
26,54398,28,0,4,2,1,3,23,Yes
42,90658,4,5,3,2,4,1,13,No
25,54854,7,1,3,1,2,2,11,No
39,76021,23,5,4,1,3,1,12,No
55,100147,29,11,4,3,1,0,13,No
25,59303,19,0,3,4,1,2,21,Yes
46,88292,21,12,1,3,2,5,15,No
46,100609,23,4,4,1,2,3,25,No
28,90428,21,1,3,4,3,1,20,Yes
59,105003,21,7,2,4,4,5,17,Yes
33,77171,16,8,2,1,2,2,17,No
57,104981,2,9,4,3,3,1,13,No
57,83399,10,8,3,3,4,0,15,No
44,92439,18,7,4,3,4,1,10,No
32,70040,6,0,2,4,3,1,15,No
33,69178,21,0,2,3,4,1,25,Yes
56,130292,26,0,2,2,2,2,14,No
51,122387,25,5,1,2,4,1,24,No
48,107666,27,9,3,3,2,1,18,No
37,72616,19,4,3,4,1,4,20,No
23,50532,8,3,1,1,4,4,15,No
35,80855,20,4,4,1,1,3,12,No
39,82338,10,4,3,1,2,4,23,Yes
26,51696,8,0,2,1,1,1,12,Yes
34,92455,28,0,3,4,3,2,23,Yes
45,103268,15,7,1,2,1,3,11,No
38,91068,8,5,4,1,4,1,23,No
47,102735,27,13,3,4,1,3,24,No
30,69194,23,3,4,4,1,1,17,No
26,50217,13,1,2,1,4,3,21,Yes
43,78972,14,3,4,3,2,3,11,No
35,71898,17,0,1,3,3,0,12,No
56,114002,15,8,3,1,4,4,23,Yes
23,52154,5,1,4,4,2,4,23,Yes
21,66263,4,1,3,4,4,1,24,No
35,77835,21,2,2,4,1,2,10,Yes
36,91399,26,6,3,1,1,3,13,Yes
54,116181,17,11,3,1,4,1,15,No
37,83755,19,7,4,2,3,2,19,No
40,82717,13,6,2,4,4,4,23,No
21,63782,3,0,2,1,2,5,19,No
34,75948,25,4,4,4,3,1,16,No
57,131350,14,8,1,4,1,0,22,No
44,101866,8,6,4,4,4,2,12,No
49,111336,4,2,4,4,1,1,18,No
26,60900,20,4,3,4,3,1,22,Yes
52,115530,20,7,4,2,1,1,12,No
26,76603,19,0,2,3,4,3,15,No
49,104033,5,5,3,3,2,0,24,No
28,58406,5,2,4,4,3,3,19,No
38,95986,23,0,4,2,1,4,10,No
41,97543,17,5,4,3,4,3,25,No
44,85712,14,4,2,1,3,3,25,Yes
43,89537,21,6,3,4,2,3,18,Yes
26,67306,1,0,4,4,3,1,15,No
26,56372,24,3,4,4,1,0,19,No
38,98915,7,1,1,1,2,0,18,Yes
45,111417,6,6,2,2,3,3,19,Yes
24,41798,1,0,2,2,1,1,14,Yes
35,98847,16,0,3,3,1,2,18,Yes
50,108924,26,3,1,2,4,2,12,No
48,90272,27,2,3,4,3,3,24,No
21,46064,1,0,3,4,1,2,14,Yes
58,121369,11,11,3,1,2,4,21,No
43,109634,2,4,4,1,2,3,12,No
55,122808,26,7,3,2,2,3,15,Yes
58,119969,5,5,4,1,1,1,13,No
49,113139,16,8,3,2,4,3,17,No
31,59669,12,1,4,2,1,2,24,No
39,71553,24,0,4,4,1,0,10,No
44,103810,5,11,4,4,2,0,19,No
31,78345,22,5,3,2,1,5,17,No
40,85740,3,3,1,3,1,1,22,No
45,106023,6,7,2,1,1,5,15,Yes
29,56649,5,0,4,2,4,2,13,No
32,79712,10,2,3,4,3,2,17,No
58,109380,4,8,4,3,4,2,21,No
40,74563,17,4,3,1,4,3,18,No
28,94350,5,6,1,4,2,1,21,No
58,130946,2,8,2,1,1,4,24,No
57,109651,5,12,4,1,1,6,17,Yes
45,99556,20,6,4,4,3,4,16,No
23,76285,15,0,1,4,3,1,18,Yes
41,79397,24,4,4,3,2,2,14,No
51,104787,23,3,4,2,4,3,14,Yes
29,62653,4,0,1,1,2,2,24,Yes
21,48198,11,0,2,3,4,2,20,Yes
37,90749,10,0,2,1,3,4,19,No
46,94060,1,9,4,3,3,2,18,No
55,103915,21,10,4,3,3,4,16,No
39,93127,28,0,3,3,1,3,12,No
42,94372,20,1,1,4,3,0,24,Yes
47,112756,26,3,2,2,2,0,15,No
38,104018,7,13,4,4,2,0,25,No
42,84651,20,4,3,1,1,3,12,No
37,78003,12,4,1,2,2,1,17,No
40,94172,15,1,2,2,1,1,11,No
53,108630,3,12,4,2,2,2,15,No
43,103298,4,3,3,2,3,3,19,No
56,101972,25,7,3,2,2,3,13,No
55,92330,9,9,3,3,4,2,20,Yes
27,81853,28,0,1,3,2,3,21,No
27,67276,7,1,3,1,4,5,12,No
49,107370,16,11,2,2,2,2,17,Yes
54,96669,2,7,2,1,1,1,17,No
58,109257,28,8,1,4,2,1,11,No
43,98482,6,7,2,4,2,3,20,No
30,80400,21,4,1,4,3,3,20,No
22,70331,13,2,4,4,2,1,11,No
51,110001,27,3,1,2,3,0,17,No
41,73562,27,5,1,3,2,0,17,No
40,89145,27,7,3,1,4,3,19,No
37,80955,4,5,3,1,4,1,25,Yes
23,63338,9,1,1,2,3,5,20,No
24,54594,19,1,3,1,4,3,21,No
54,120363,5,6,4,2,1,1,19,No
56,121988,5,12,4,1,2,4,15,No
45,93235,18,8,1,4,1,1,18,No
45,98356,25,1,3,3,2,0,25,No
54,113950,9,6,2,1,1,1,15,No
44,100047,18,6,1,1,3,1,17,No
46,119364,23,9,1,1,2,6,17,Yes
54,125484,5,6,3,3,3,3,14,No
42,53844,1,5,2,1,3,2,25,No
25,59241,5,0,3,4,1,3,25,No
36,72907,23,4,3,2,1,2,21,No
28,66922,20,0,3,1,4,1,17,No
46,104544,29,8,2,4,1,3,23,No
53,113753,11,7,2,1,1,1,12,Yes
41,74922,23,2,2,4,4,4,12,No
38,89870,27,0,1,3,2,2,16,Yes
25,44951,14,1,3,3,1,4,10,No
30,68139,27,0,1,3,1,1,14,No
40,88940,11,5,4,1,2,2,17,No
58,131661,25,10,4,2,4,2,16,No
51,105819,22,7,2,3,1,7,15,Yes
43,73278,18,11,1,4,3,0,20,No
28,81673,26,6,4,2,4,0,12,No
22,93458,19,0,4,2,1,1,18,No
33,85903,23,0,3,4,3,6,14,No
22,43089,20,2,4,1,3,4,21,No
39,79873,21,4,1,4,3,1,24,Yes
50,100076,21,10,1,3,2,1,20,No
23,76932,13,0,2,3,2,5,25,No
37,77752,10,1,2,1,2,2,18,No
32,78310,22,0,2,4,4,2,11,Yes
48,117450,23,9,2,4,3,1,19,No
54,92081,22,14,3,1,4,2,10,Yes
42,72482,14,1,2,2,3,2,17,Yes
51,124131,12,10,1,3,4,0,20,No
58,121050,4,11,1,1,3,0,19,No
28,87193,29,0,2,4,2,0,11,No
30,78573,16,8,1,4,1,1,12,No
28,56411,24,0,1,4,2,2,20,No
59,127351,9,7,3,2,4,1,19,No
53,115515,7,2,3,4,1,1,25,No
40,83328,26,0,2,3,2,1,19,No
48,96470,19,6,2,4,2,1,21,No
44,91141,22,6,1,1,4,2,14,No
41,88656,19,8,2,1,3,2,24,No
26,69763,21,3,1,2,3,2,18,Yes
41,88649,22,9,4,4,3,0,18,No
43,76249,27,5,4,2,3,2,15,No
33,83042,7,0,2,4,1,3,13,No
50,108074,11,9,3,1,2,0,10,Yes
24,53663,24,1,1,1,1,2,21,Yes
30,74134,16,0,1,4,3,2,23,Yes
31,71707,7,3,3,3,1,3,17,No
38,101002,5,0,2,2,4,3,16,No
32,93460,14,5,3,1,4,2,15,No
23,52413,19,0,4,3,4,0,15,No
41,108207,7,10,3,3,1,0,24,No
44,92739,22,9,4,2,1,1,23,No
47,109445,12,6,4,4,3,2,24,No
25,64030,5,0,3,3,2,4,20,Yes
28,76376,17,2,4,1,2,2,13,No
56,110483,24,14,3,4,1,2,19,No
31,67837,11,2,3,4,4,2,25,No
57,121686,27,6,3,1,4,0,18,No
31,101474,25,1,3,1,1,4,17,No
28,78514,7,5,2,2,1,3,11,No
52,113879,15,9,2,4,2,3,20,Yes
37,77012,8,7,2,1,4,1,12,No
21,59296,1,1,1,1,2,5,24,Yes
49,80587,8,6,2,3,3,2,11,Yes
56,109498,4,7,3,2,3,3,14,No
44,102785,29,4,1,3,2,1,13,No
43,83611,5,0,3,4,4,2,14,No
45,90096,2,11,2,4,4,5,17,No
27,53944,18,5,1,3,4,4,13,Yes
49,93308,4,10,3,2,1,2,19,No
31,75798,28,4,1,2,3,2,24,No
55,109188,4,4,4,2,1,3,25,No
43,76391,3,10,3,4,3,3,20,No
31,83060,23,3,4,3,3,2,21,No
50,115408,11,8,4,4,4,2,12,No
52,97756,26,13,1,3,3,0,17,Yes
24,68797,11,0,1,4,2,2,11,No
39,107524,16,3,1,1,1,0,25,Yes
54,107425,1,6,4,1,2,1,14,Yes
22,50155,8,0,1,1,4,4,15,Yes
55,100107,8,9,1,3,3,2,23,Yes
21,70136,13,0,1,4,4,0,23,No
49,110208,14,7,3,3,4,2,24,No
48,118916,15,8,3,4,3,1,24,No
37,86960,19,3,3,3,4,5,21,Yes
56,90048,27,10,3,3,3,0,16,No
23,89390,8,0,4,4,1,2,12,Yes
23,71662,19,0,3,1,4,0,14,Yes
57,107587,2,3,4,2,3,1,21,No
34,87364,11,3,4,3,3,2,12,No
44,101423,21,5,3,2,4,1,21,No
56,111302,22,6,3,1,1,1,17,Yes
52,109460,24,7,1,2,3,1,11,Yes
48,113962,5,7,4,3,2,2,13,No
21,76090,21,0,4,3,2,1,17,No
56,131608,3,5,1,2,3,2,11,No
52,113199,29,11,1,4,2,1,13,No
49,97292,9,3,2,3,1,4,10,Yes
39,93356,3,1,3,4,3,1,20,No
32,90063,19,3,1,2,4,1,10,No
54,125592,24,9,2,2,1,2,20,No
33,78424,16,1,4,1,3,2,15,No
30,86659,3,3,3,4,4,4,17,No
45,116732,14,8,1,1,3,1,24,No
23,60369,24,0,1,4,3,3,23,No
43,87904,20,9,1,3,1,0,13,Yes
36,96086,4,1,3,2,2,1,19,Yes
43,82992,4,10,3,2,4,3,11,No
41,102218,28,0,4,2,2,0,25,No
35,91913,10,0,1,3,3,2,16,Yes
59,109836,29,12,2,1,3,0,25,Yes
56,123917,5,8,3,4,3,2,11,No
36,108902,7,0,3,4,2,5,22,Yes
21,48972,4,0,1,4,3,4,15,No
51,112362,29,7,1,2,1,2,12,Yes
41,81076,13,4,2,1,4,2,21,Yes
47,104821,4,7,3,3,4,2,13,No
51,97545,17,8,3,1,1,1,20,No
47,119819,26,9,3,3,4,2,17,No
35,84498,23,5,4,3,3,1,21,No
21,68260,6,0,3,2,1,0,13,Yes
25,74110,6,2,1,1,1,4,20,No
42,94074,7,4,4,4,4,4,19,No
28,63802,12,0,3,1,1,2,15,No
27,52810,7,2,4,3,1,0,24,No
49,122438,4,6,1,1,1,3,24,No
55,103733,11,9,1,1,2,1,25,Yes
31,88192,1,5,1,2,2,7,23,No
55,123287,17,7,4,3,3,0,13,No
48,104704,4,7,2,3,1,2,15,No
34,64890,20,5,4,2,4,4,23,No
58,114770,26,9,4,4,1,1,19,No
46,98241,27,3,4,4,1,2,18,Yes
57,120698,22,12,3,1,2,3,20,No
36,84919,11,8,2,4,2,3,11,No
49,100789,15,11,3,2,1,0,10,No
27,76027,4,0,3,3,3,1,19,No
56,110378,28,14,1,2,4,1,21,No
47,106724,29,1,3,1,4,2,17,No
29,45932,10,2,1,2,1,0,10,No
41,83089,6,3,4,3,2,4,13,No
45,97674,17,11,1,4,3,0,24,No
53,118118,1,9,2,4,2,2,24,No
43,92117,21,8,3,1,3,5,12,No
24,81630,4,4,4,3,1,5,25,No
41,93386,7,6,1,3,4,0,25,No
41,91619,20,5,4,4,4,2,17,No
27,68665,5,1,3,3,4,2,20,No
54,99169,1,1,1,4,3,2,20,No
21,59961,14,0,2,1,3,2,18,Yes
39,96472,22,0,1,4,1,1,15,Yes
29,56136,8,2,4,2,4,0,24,No
34,82938,3,9,4,3,4,2,12,No
25,70875,23,0,2,4,4,3,23,No
43,98412,28,4,1,3,3,5,23,No
52,92414,15,11,2,4,1,2,10,No
44,92117,27,7,3,1,4,1,25,Yes
33,51902,21,1,1,1,3,1,18,No
54,117276,21,14,2,2,2,1,20,No
32,74019,7,5,4,3,4,0,17,No
37,69766,24,4,4,4,3,1,11,No
40,93768,29,2,4,1,3,0,16,No
29,87734,25,1,3,4,1,6,21,No
57,98352,28,11,2,1,1,1,24,No
47,100717,26,3,4,3,2,0,23,No
57,101260,3,8,2,4,1,2,24,No
28,67651,21,0,3,3,3,1,16,No
41,64531,30,10,2,1,1,2,14,Yes
55,94225,16,7,4,1,3,4,16,No
45,98387,14,0,4,4,2,1,11,No
24,60990,4,0,3,3,2,4,12,Yes
53,109645,28,13,1,2,4,6,17,No
35,70795,13,4,3,3,3,1,25,No
28,73771,22,4,2,2,4,5,10,Yes
57,119121,4,4,3,1,4,2,12,No
34,99013,29,0,3,2,3,0,23,No
38,83119,7,5,3,4,1,0,10,No
23,63120,14,0,3,4,3,1,23,Yes
24,63966,24,4,3,1,4,0,20,Yes
57,109735,7,7,4,4,2,3,12,No
51,98439,17,4,4,1,4,6,24,No
24,75793,7,3,3,2,3,0,21,No
28,57684,1,0,1,1,3,1,15,Yes
28,94326,28,3,3,4,3,0,18,No
48,92443,7,4,4,4,3,0,20,No
23,65134,10,0,4,1,4,2,17,Yes
41,75068,11,7,4,4,2,1,22,No
27,80728,21,1,2,4,1,2,18,No
22,43359,28,1,4,4,1,2,10,No
48,103748,6,1,2,3,2,2,14,No
22,55587,22,0,2,3,1,2,15,Yes
52,114740,24,4,1,1,1,3,21,No
42,85105,8,7,3,2,2,1,23,Yes
47,103702,25,2,3,4,4,4,15,No
41,80367,18,4,4,4,3,1,16,No
33,75519,3,8,3,1,3,1,19,No
43,89891,21,12,1,1,2,2,19,Yes
41,115454,26,9,2,2,2,0,18,No
27,62721,15,7,4,1,4,4,24,No
22,76602,6,1,4,2,2,1,21,No
29,74571,11,0,2,1,1,6,16,Yes
22,57535,23,0,2,3,3,2,10,Yes
40,85519,6,9,3,1,1,5,13,No
22,64927,6,0,4,2,2,4,20,Yes
38,80851,9,10,2,1,4,2,17,Yes
36,73896,17,0,4,1,2,3,14,No
47,105740,15,0,1,3,4,0,14,No
40,106122,10,2,2,2,3,3,13,Yes
49,116096,14,12,3,3,1,1,25,No
21,56466,27,0,3,1,1,4,10,Yes
30,89225,20,0,2,3,3,1,11,No
31,62360,4,7,3,1,1,1,20,Yes
32,81893,28,6,4,2,3,2,19,Yes
45,83911,11,0,1,1,3,1,25,No
47,84709,28,8,2,3,2,1,25,No
44,106499,1,3,1,3,3,2,25,No
44,106467,20,0,3,1,1,1,10,No
51,100476,29,5,3,1,3,2,10,No
31,70037,15,3,1,2,1,1,23,No
26,45303,14,0,1,4,2,2,14,Yes
25,58484,26,1,4,1,4,4,23,No
29,86455,16,4,3,3,1,2,24,No
30,85924,30,0,4,1,1,1,22,No
34,77663,5,4,1,4,4,2,11,No
59,129487,17,8,3,4,2,2,23,No
49,91462,22,0,2,1,2,2,14,Yes
57,123676,29,15,1,2,3,3,22,Yes
50,98240,20,10,2,1,4,2,16,Yes
44,95803,10,4,1,1,2,1,10,Yes
29,62110,23,0,2,3,2,0,14,Yes
37,99717,30,3,4,1,4,0,21,No
37,75869,11,7,1,4,2,3,15,No
56,115259,25,3,3,4,3,2,23,No
33,71323,16,3,2,1,4,1,17,No
39,56502,3,6,2,4,3,0,18,No
23,72740,11,3,4,4,3,6,11,Yes
39,96906,9,5,3,2,1,0,14,No
45,100462,10,9,3,3,1,2,24,No
29,56842,15,0,3,3,4,1,15,Yes
34,69397,9,2,3,3,2,2,19,No
27,54078,27,3,2,3,2,2,21,Yes
49,89721,22,12,1,3,1,3,11,No
50,120197,1,3,2,4,3,2,23,No
34,71137,28,0,4,3,4,2,24,No
33,70238,30,2,1,1,4,3,14,No
49,110081,14,5,1,1,1,2,11,Yes
45,99456,10,11,4,3,2,5,16,No
52,109804,3,9,1,1,3,1,11,Yes
56,121222,7,11,2,4,4,1,25,No
27,70187,14,0,2,3,4,0,20,No
37,80267,14,2,1,3,3,1,22,No
50,99936,3,3,3,1,4,1,23,Yes
52,106527,9,11,2,3,1,3,18,Yes
28,69793,10,3,2,3,1,1,25,No
28,56030,26,8,1,3,4,2,23,No
32,67283,22,7,1,2,4,5,13,No
24,47824,27,0,2,3,4,1,20,No
22,66462,25,2,1,1,3,4,11,Yes
58,119961,10,11,1,2,1,1,11,No
35,71389,2,7,3,3,4,2,19,No
48,99788,4,12,4,4,4,2,20,No
25,61021,24,0,3,4,1,2,17,No
31,66450,29,0,2,2,4,0,22,Yes
33,86454,15,5,2,2,3,2,11,Yes
48,113459,25,2,1,3,1,2,16,No
24,70486,13,0,4,3,1,2,19,No
57,131063,29,7,3,3,4,3,23,No
47,107075,25,5,4,4,4,0,11,No
35,80741,18,1,1,4,3,1,10,No
38,56043,3,1,2,4,1,4,23,No
55,114257,18,8,1,1,3,1,15,Yes
26,65597,2,0,2,2,2,2,22,Yes
44,104557,3,6,3,1,4,4,16,No
38,77055,24,0,3,3,3,2,14,Yes
39,84492,16,2,1,1,1,2,22,No
30,82547,1,10,4,3,1,4,10,Yes
47,82561,18,5,3,4,4,2,11,No
52,96191,25,6,4,1,4,0,22,Yes
54,110919,8,8,2,4,2,0,15,No
58,101054,23,15,3,1,1,1,11,Yes
37,102395,5,9,4,3,3,0,24,No
53,95425,21,10,2,2,2,1,12,Yes
44,114440,30,4,4,1,1,5,18,Yes
29,79265,17,5,3,3,1,1,11,No
45,76162,19,7,2,3,3,2,12,Yes
43,105271,18,8,2,3,4,3,16,No
34,81137,25,4,2,4,1,0,20,No
53,117881,29,9,4,3,1,2,12,No
51,103083,17,2,1,4,3,4,17,Yes
51,115185,20,11,4,2,2,2,18,No
40,99741,10,6,4,3,1,4,17,Yes
43,89716,4,3,2,2,4,2,15,No
53,99937,24,6,1,2,3,2,18,No
44,73380,30,6,4,4,4,4,24,No
24,46579,30,0,4,4,1,0,16,No
49,109606,3,4,2,3,4,2,23,No
45,104057,29,1,1,1,3,3,13,No
45,98993,9,10,2,3,4,2,17,No
22,67861,14,2,3,3,1,0,16,No
57,108785,23,11,3,3,3,2,25,No
41,93259,6,5,1,2,2,0,19,Yes
34,84980,14,7,1,3,1,2,21,Yes
37,97792,1,6,2,2,1,1,10,No
29,75648,3,3,1,2,3,4,21,No
30,79829,27,1,4,4,1,4,25,Yes
22,64400,30,0,3,1,2,4,20,No
39,82265,27,1,2,1,4,5,13,Yes
52,110544,22,13,4,4,4,1,19,No
22,58093,3,0,3,4,2,3,14,Yes
33,72941,20,4,4,4,2,0,23,No
31,66108,14,2,4,4,4,2,22,No
21,76380,30,1,4,3,4,3,19,No
47,111897,29,3,2,3,3,1,17,Yes
39,91327,18,7,4,2,1,4,24,No
39,79655,30,6,2,1,3,3,20,Yes
39,77818,14,8,2,3,1,0,17,No
57,148564,25,6,4,3,1,4,14,Yes
55,130840,10,5,2,2,2,3,14,No
34,84420,24,10,1,3,1,3,25,Yes
31,96394,7,5,1,3,3,1,13,No
41,77579,9,8,4,2,2,1,16,No
29,96179,20,5,1,3,2,2,11,Yes
24,81247,12,0,3,1,3,3,25,No
33,71297,15,5,3,2,4,1,19,No
30,57806,4,8,1,3,4,2,12,No
26,83079,23,0,2,1,2,1,17,Yes
53,124187,1,11,1,3,4,1,18,No
49,98207,3,7,2,2,2,3,22,No
51,102405,3,8,3,4,3,2,15,No
45,105393,12,5,3,1,4,2,24,No
32,65643,5,5,2,2,2,2,21,Yes
59,131775,15,10,2,3,2,3,15,Yes
34,81899,21,3,3,3,3,2,11,No
51,79094,12,8,3,3,4,2,22,Yes
22,37874,11,0,4,3,2,2,22,No
38,90139,7,10,1,2,2,2,17,Yes
45,99275,4,6,3,2,2,2,25,No
53,102813,6,11,2,1,2,1,19,Yes
41,79546,4,2,2,4,3,1,14,No
23,54090,1,2,2,2,4,5,11,Yes
37,55737,22,5,4,1,2,0,24,Yes
26,82696,5,2,3,1,1,2,21,Yes
22,57369,20,0,3,2,1,0,13,No
49,84574,27,5,2,1,3,2,15,No
21,55681,21,1,1,3,4,2,15,Yes
38,89487,17,3,3,4,3,2,17,No
57,101913,14,10,2,4,3,0,15,No
44,97205,8,3,4,3,1,0,18,No
23,73660,14,0,1,4,1,2,21,No
34,70560,3,5,4,2,4,1,16,Yes
46,85177,29,6,3,4,2,1,16,Yes
51,111689,15,5,3,1,2,4,18,No
57,116841,10,7,1,3,1,5,19,No
26,53673,6,0,3,2,1,3,23,Yes
38,85196,22,4,4,1,4,2,23,Yes
40,94665,1,6,3,1,2,2,20,Yes
37,92971,1,1,2,1,4,2,14,No
29,62034,25,0,2,3,3,0,12,No
53,128179,30,6,1,3,2,5,18,Yes
46,105673,20,1,4,4,4,2,20,No
38,104184,17,1,1,3,3,3,19,No
59,121914,26,1,4,3,2,2,23,No
43,98235,6,3,4,2,3,1,13,No
43,124824,1,7,1,2,1,1,18,No
58,120617,17,7,2,1,2,4,21,Yes
31,76108,19,7,2,1,2,1,19,Yes
21,66381,13,1,3,3,1,0,10,No
44,97265,21,3,2,2,2,1,16,Yes
32,52962,22,2,2,2,3,3,25,No
38,101071,28,2,2,1,4,3,21,Yes
35,83615,24,5,3,1,1,2,13,No
55,97963,17,8,4,1,3,2,23,No
49,107341,4,3,4,2,2,4,23,No
26,53848,1,0,4,2,4,2,23,No
39,68217,16,5,1,4,3,1,16,No
48,94801,23,9,2,1,1,2,17,Yes
59,103914,28,13,4,2,1,3,20,No
52,111036,25,5,1,1,1,0,12,Yes
56,114030,7,14,2,1,3,5,10,No
46,75871,21,9,1,2,4,3,10,Yes
56,124468,4,5,1,1,4,1,18,Yes
22,42476,5,2,2,1,1,2,16,No
29,73181,14,0,4,1,3,1,22,No
25,85455,29,4,3,4,3,0,13,Yes
27,82651,22,0,2,3,3,2,13,Yes
21,64785,13,0,4,3,4,5,18,No
32,74866,19,0,4,1,1,1,11,Yes
25,64134,20,0,4,4,3,3,12,No
21,58708,23,1,3,2,2,3,23,Yes
34,89296,27,0,1,2,4,0,19,No
58,126888,20,11,2,3,4,1,18,Yes
43,95550,11,8,4,4,1,1,24,No
34,68235,28,1,3,4,2,1,19,No
58,121880,13,12,1,4,4,1,20,No
25,39998,2,4,3,2,3,2,17,No
32,76530,15,3,2,3,4,3,24,No
59,107015,15,9,2,2,4,2,12,No
47,108018,13,7,3,4,4,2,11,No
22,79135,19,0,4,1,2,3,17,Yes
26,64778,15,0,2,4,3,1,17,No
23,65511,7,0,1,2,1,7,15,No
31,93804,13,0,2,1,3,0,13,No
